Drug.Name	Target.Name	ps
OF-1_1853	WDR75	0.820412306
MK-8776_2046	RPS7	0.816980104
PF-4708671_1129	RPS11	0.815614121
Oxaliplatin_1089	NHP2L1	0.81176723
Rapamycin_1084	UTP3	0.8105733
Gallibiscoquinazole_1830	RPS7	0.810294506
Mirin_1048	DRG2	0.809577858
OTX015_1626	DENR	0.807675468
Temozolomide_1375	RPS7	0.807620267
Sepantronium bromide_1941	DRG2	0.807512609
Palbociclib_1054	EXOSC4	0.807096495
Afatinib_1032	RPS27	0.805802397
Podophyllotoxin bromide_1825	UTP3	0.804417047
Navitoclax_1011	DENR	0.802669215
Leflunomide_1578	NHP2L1	0.801847467
AZD2014_1441	NHP2L1	0.801847467
AZD6738_1917	RPS11	0.799678498
Camptothecin_1003	RPS14	0.799358952
Savolitinib_1936	RPS11	0.798229805
Cyclophosphamide_1512	DENR	0.797662962
Dinaciclib_1180	RPS27	0.796035095
Alpelisib_1560	NHP2L1	0.795234292
Epirubicin_1511	RPS14	0.794492231
Axitinib_1021	RPS7	0.79424907
EPZ004777_1237	RPS11	0.793883727
Pevonedistat_1529	RPS14	0.793275551
Vinblastine_1004	RPS7	0.79291195
Acetalax_1804	RPS11	0.792435034
Sepantronium bromide_1941	RPS14	0.79205887
RVX-208_1625	RPS7	0.791574831
Sorafenib_1085	RPS11	0.790986341
XAV939_1268	RPS14	0.79084219
Fulvestrant_1200	NHP2L1	0.788621117
AZD7762_1022	RPS7	0.787563472
BMS-345541_1249	NHP2L1	0.786967824
BMS-536924_1091	RPS7	0.786226352
Topotecan_1808	DRG2	0.784794862
Taselisib_1561	RPS11	0.783742876
Vincristine_1818	RPS27	0.783012026
LGK974_1598	NHP2L1	0.782007942
MK-1775_1179	DENR	0.780975452
UMI-77_1939	DRG2	0.780664363
Sepantronium bromide_1941	UTP3	0.775687866
Niraparib_1177	RPS11	0.775050718
GSK1904529A_1093	RPS14	0.775025346
Savolitinib_1936	RPS7	0.772855156
SB216763_1025	DRG2	0.770338115
EPZ004777_1237	RPS27	0.769988957
Sepantronium bromide_1941	NHP2L1	0.768781592
EPZ004777_1237	RPS7	0.767506677
EPZ5676_1563	RPS7	0.766169558
GSK591_2110	NHP2L1	0.765475005
AZD4547_1786	RPS7	0.764832438
AZD3759_1915	DENR	0.764287943
Ribociclib_1632	RPS27	0.760221655
Telomerase Inhibitor IX_1930	RPS27	0.760221655
AZD5991_1720	DENR	0.75928169
XAV939_1268	RPS27	0.756965888
Nilotinib_1013	RPS27	0.753710121
Selumetinib_1736	RPS14	0.753125101
AZD6482_2169	DENR	0.752606686
BI-2536_1086	DRG2	0.751750868
Irinotecan_1088	RPS14	0.75069174
Sinularin_1838	NHP2L1	0.750595361
RVX-208_1625	NHP2L1	0.750595361
Irinotecan_1088	RPS11	0.748974246
Ibrutinib_1799	NHP2L1	0.748942067
KRAS (G12C) Inhibitor-12_1855	RPS7	0.748787002
BIBR-1532_2043	RPS14	0.74825838
ZM447439_1050	RPS14	0.745825019
Alisertib_1051	RPS11	0.744628167
MN-64_1854	RPS11	0.744628167
MIM1_1996	RPS7	0.742101404
Oxaliplatin_1089	RPS11	0.741730781
Crizotinib_1083	RPS11	0.740282088
Ibrutinib_1799	RPS11	0.740282088
Dinaciclib_1180	UTP3	0.738750349
BMS-754807_2171	RPS7	0.736752925
Luminespib_1559	RPS14	0.736091577
AZD7762_1022	RPS11	0.735936009
Fulvestrant_1200	RPS7	0.734078686
Leflunomide_1578	RPS11	0.73158993
GSK2606414_1618	RPS7	0.731404447
AZD5582_1617	RPS11	0.730141238
Dactinomycin_1811	RPS11	0.728692545
AZD5582_1617	NHP2L1	0.727449249
WIKI4_1940	NHP2L1	0.725795955
GSK343_1627	RPS11	0.725795159
Gallibiscoquinazole_1830	RPS27	0.721152448
Fulvestrant_1200	RPS27	0.721152448
AGI-5198_1913	NHP2L1	0.720836074
Rapamycin_1084	RPS27	0.719524564
Sabutoclax_1849	RPS27	0.719524564
P22077_1933	NHP2L1	0.71918278
AGI-6780_1634	RPS14	0.719058053
MK-1775_1179	RPS11	0.717103001
SCH772984_1564	EXOSC4	0.714906594
Gefitinib_1010	DENR	0.714225414
OF-1_1853	RPS7	0.714021891
Lapatinib_1558	RPS27	0.71301303
ZM447439_1050	NHP2L1	0.712569605
PCI-34051_1621	RPS11	0.711308229
Nilotinib_1013	RPS14	0.710541291
EPZ5676_1563	RPS14	0.710541291
Cytarabine_1006	RPS14	0.70689125
Oxaliplatin_1806	DRG2	0.706315376
I-BRD9_1928	RPS7	0.705999173
Irinotecan_1088	NHP2L1	0.704303136
Uprosertib_2106	RPS7	0.703324934
GSK591_2110	RPS7	0.701987815
Zoledronate_1802	RPS11	0.698269993
Dasatinib_1079	NHP2L1	0.697689961
LCL161_1557	RPS27	0.696734194
Leflunomide_1578	RPS7	0.695302216
PLX-4720_1036	RPS7	0.695302216
PRIMA-1MET_1131	RPS27	0.69510631
Dihydrorotenone_1827	RPS7	0.693965097
WEHI-539_1997	RPS27	0.693478426
AGI-5198_1913	RPS11	0.691026528
Alisertib_1051	EXOSC4	0.685336248
Dinaciclib_1180	RPS14	0.684991005
Paclitaxel_1080	RPS11	0.683783064
Osimertinib_1919	DENR	0.679181643
BMS-536924_1091	RPS27	0.678827474
Afuresertib_1912	DRG2	0.677401881
Linsitinib_1510	RPS11	0.676539599
Paclitaxel_1080	DENR	0.675844141
Wee1 Inhibitor_1046	RPS7	0.675245422
Navitoclax_1011	NHP2L1	0.672890555
Camptothecin_1003	RPS7	0.672571182
Vinorelbine_2048	RPS7	0.672571182
Fulvestrant_1816	DENR	0.672506639
CZC24832_1615	NHP2L1	0.671237261
AZD5363_1916	NHP2L1	0.671237261
AZD6482_2169	DRG2	0.671206132
CZC24832_1615	RPS11	0.670744827
Doramapimod_1042	NHP2L1	0.66627738
Zoledronate_1802	NHP2L1	0.66627738
Ribociclib_1632	RPS7	0.665885584
Mitoxantrone_1810	RPS27	0.665804405
Vinblastine_1004	NHP2L1	0.664624086
Vorinostat_1012	DENR	0.664162885
Carmustine_1807	RPS11	0.663501363
UMI-77_1939	DENR	0.662494134
Picolinici-acid_1635	RPS7	0.661874225
Vorinostat_1012	NHP2L1	0.658010911
Pyridostatin_2044	RPS7	0.655188627
Linsitinib_1510	NHP2L1	0.654704324
Dactinomycin_1811	NHP2L1	0.654704324
Fludarabine_1813	RPS14	0.654573997
GSK591_2110	RPS14	0.654573997
Acetalax_1804	RPS27	0.652781336
Talazoparib_1259	RPS11	0.651911819
Gefitinib_1010	RPS11	0.651911819
AZD1208_1449	RPS7	0.651177268
P22077_1933	DENR	0.650812877
AZD3759_1915	DRG2	0.650553636
Teniposide_1809	RPS27	0.649525568
PRT062607_1631	DENR	0.649144126
ML323_1629	NHP2L1	0.648091149
UMI-77_1939	RPS11	0.64756574
Wee1 Inhibitor_1046	RPS27	0.646269801
VE-822_1613	DENR	0.645806624
Picolinici-acid_1635	DENR	0.644137873
Rapamycin_1084	RPS11	0.643219662
Rapamycin_1084	RPS7	0.640480311
Sinularin_1838	RPS14	0.639973834
PRT062607_1631	RPS11	0.638873583
PFI3_1620	RPS14	0.637540473
Nelarabine_1814	RPS7	0.636468952
PD0325901_1060	RPS14	0.636323793
PRIMA-1MET_1131	DENR	0.635794118
VE821_2111	DENR	0.635794118
GSK2578215A_1927	DENR	0.632456616
Vinblastine_1004	DENR	0.632456616
Epirubicin_1511	RPS11	0.631630118
BMS-754807_2171	RPS11	0.631630118
I-BRD9_1928	RPS27	0.631618848
PFI3_1620	DENR	0.627450363
Docetaxel_1819	RPS7	0.625771995
Buparlisib_1873	DENR	0.624112861
AZD5991_1720	NHP2L1	0.623291743
Olaparib_1017	DENR	0.62244411
Zoledronate_1802	RPS7	0.621760636
LCL161_1557	RPS11	0.621489268
Daporinad_1248	RPS11	0.620040575
AT13148_2170	RPS27	0.618595779
Docetaxel_1007	RPS27	0.616967896
Niraparib_1177	RPS27	0.616967896
Dactinomycin_1811	DENR	0.615769107
Oxaliplatin_1806	RPS27	0.613712129
Ribociclib_1632	NHP2L1	0.61337198
VE-822_1613	RPS11	0.61279711
Gemcitabine_1190	RPS11	0.61279711
I-BET-762_1624	RPS11	0.611348417
AZD8055_1059	DENR	0.609094103
AZ6102_2109	RPS7	0.608389439
Dactinomycin_1911	RPS27	0.60557271
BIBR-1532_2043	RPS11	0.604104952
Lapatinib_1558	RPS11	0.60265626
Ribociclib_1632	RPS11	0.60265626
KRAS (G12C) Inhibitor-12_1855	RPS14	0.601040064
Palbociclib_1054	RPS14	0.599823384
LY2109761_1852	RPS11	0.599758874
AT13148_2170	RPS7	0.597692482
AZD8186_1918	RPS11	0.596861488
Vincristine_1818	RPS7	0.596355362
Cytarabine_1006	RPS7	0.595018243
MK-2206_1053	RPS7	0.593681123
AZD5438_1401	RPS14	0.592523302
LGK974_1598	RPS11	0.591066716
GSK2606414_1618	RPS11	0.589618023
VE821_2111	RPS7	0.588332645
Axitinib_1021	RPS14	0.585223221
Tamoxifen_1199	RPS11	0.582374559
OTX015_1626	RPS7	0.581647046
Nelarabine_1814	RPS14	0.579139819
Vincristine_1818	RPS11	0.57802848
Dabrafenib_1373	RPS11	0.576579787
GSK591_2110	EXOSC4	0.575752026
AZD4547_1786	RPS14	0.575489778
Sinularin_1838	RPS11	0.575131094
Sapitinib_1549	RPS14	0.573056418
Navitoclax_1011	RPS11	0.572233708
Sapitinib_1549	RPS11	0.569336322
P22077_1933	RPS11	0.569336322
Dabrafenib_1373	RPS14	0.566973016
Dinaciclib_1180	RPS11	0.564990243
Savolitinib_1936	RPS14	0.563322975
Nutlin-3a (-)_1047	RPS11	0.560644165
Elephantin_1835	RPS7	0.558916012
Gallibiscoquinazole_1830	RPS11	0.556298086
Podophyllotoxin bromide_1825	RPS11	0.5534007
AZD5363_1916	RPS11	0.5534007
IWP-2_1576	RPS7	0.548219055
NVP-ADW742_1932	RPS11	0.547605928
OSI-027_1594	RPS11	0.547605928
Luminespib_1559	RPS11	0.544708542
I-BET-762_1624	RPS27	0.543713132
Dactinomycin_1811	RPS7	0.542870577
AGI-6780_1634	RPS27	0.542085249
Vorinostat_1012	RPS27	0.542085249
Gemcitabine_1190	RPS14	0.538989369
Crizotinib_1083	RPS7	0.537522098
MG-132_1862	RPS7	0.537522098
Olaparib_1017	RPS7	0.536184978
WEHI-539_1997	RPS11	0.536016385
Pictilisib_1058	RPS7	0.534847859
Foretinib_2040	RPS11	0.534567692
MK-2206_1053	RPS11	0.533118999
WZ4003_1614	RPS11	0.531670306
GSK2606414_1618	RPS14	0.528039247
Ruxolitinib_1507	RPS14	0.526822567
BI-2536_1086	RPS7	0.525488021
AZD6482_2169	NHP2L1	0.522440824
MIRA-1_1931	NHP2L1	0.517480943
GSK2578215A_1927	RPS7	0.517465303
Oxaliplatin_1806	RPS11	0.517183377
AMG-319_2045	RPS7	0.512116825
Cyclophosphamide_1512	RPS11	0.511388605
Irinotecan_1088	RPS7	0.510779705
Ribociclib_1632	RPS14	0.508572362
Vorinostat_1012	RPS7	0.508105466
UMI-77_1939	RPS7	0.508105466
5-Fluorouracil_1073	RPS7	0.505431226
Venetoclax_1909	RPS7	0.505431226
GSK269962A_1192	RPS7	0.504094107
Sepantronium bromide_1941	RPS7	0.500082748
Bortezomib_1191	RPS7	0.49339715
Staurosporine_1034	RPS14	0.489105478
Temozolomide_1375	RPS14	0.489105478
Osimertinib_1919	RPS14	0.487888797
Navitoclax_1011	RPS7	0.484037312
Ulixertinib_1908	RPS14	0.481805396
AMG-319_2045	RPS14	0.479372035
SB216763_1025	RPS14	0.479372035
MN-64_1854	RPS7	0.478688834
KU-55933_1030	RPS14	0.475721994
Dactinomycin_1911	RPS14	0.473288634
Vincristine_1818	RPS14	0.45990515
IWP-2_1576	RPS14	0.45625511
PLX-4720_1036	RPS14	0.452605069
Pyridostatin_2044	RPS14	0.445304987
VX-11e_2096	NHP2L1	0.431509668
Talazoparib_1259	RPS7	0.407821492
Dactolisib_1057	RPS7	0.405147253
