+------+-------------------------------+-------------+---------------+
| Rank |           Drug Name           | Target Name | Binding Score |
| 1333 |      5-Fluorouracil_1073      |     DENR    |      6.06     |
| 1334 |       Pevonedistat_1529       |    USP39    |      6.05     |
| 1335 |  Podophyllotoxin bromide_1825 |    RPS27    |      6.05     |
| 1336 |        Elephantin_1835        |    RPS11    |      6.05     |
| 1337 |       Entospletinib_1630      |    USP39    |      6.05     |
| 1338 |         Erlotinib_1168        |    SEC61B   |      6.05     |
| 1339 |        Luminespib_1559        |    RPS14    |      6.05     |
| 1340 |          GSK591_2110          |    RPS27    |      6.04     |
| 1341 |      Picolinici-acid_1635     |    RPS11    |      6.04     |
| 1342 |       Temozolomide_1375       |     RPS7    |      6.04     |
| 1343 |         BIBR-1532_2043        |    NHP2L1   |      6.04     |
| 1344 |        Afuresertib_1912       |    SEC61B   |      6.03     |
| 1345 |          GSK343_1627          |    RPS27    |      6.03     |
| 1346 |        Epirubicin_1511        |     DRG2    |      6.03     |
| 1347 |         Docetaxel_1007        |    USP39    |      6.03     |
| 1348 |        Teniposide_1809        |    RPS11    |      6.03     |
| 1349 |         Erlotinib_1168        |    USP39    |      6.03     |
| 1350 |        Gemcitabine_1190       |    WDR75    |      6.03     |
| 1351 |        BMS-345541_1249        |    RPS11    |      6.02     |
| 1352 |        Gemcitabine_1190       |    BRIX1    |      6.02     |
| 1353 |        BMS-536924_1091        |    NHP2L1   |      6.02     |
| 1354 |        BMS-345541_1249        |     DENR    |      6.02     |
| 1355 |         Sapitinib_1549        |    DHX30    |      6.02     |
| 1356 |         CZC24832_1615         |    TRMT6    |      6.01     |
| 1357 |           MIM1_1996           |    RPS11    |      6.01     |
| 1358 |         Alisertib_1051        |    USP39    |      6.01     |
| 1359 |         Tamoxifen_1199        |     UTP3    |      6.00     |
| 1360 |        Ulixertinib_2047       |    SEC61B   |      6.00     |
| 1361 |        Linsitinib_1510        |     YBX1    |      6.00     |
| 1362 |         Cisplatin_1005        |    RPS27    |      6.00     |
| 1363 |        Crizotinib_1083        |     DRG2    |      5.99     |
| 1364 |          GNE-317_1926         |    WDR75    |      5.99     |
| 1365 |          RO-3306_1052         |    SSBP1    |      5.99     |
| 1366 |         Alpelisib_1560        |     DRG2    |      5.98     |
| 1367 |          XAV939_1268          |    SEC61B   |      5.98     |
| 1368 |          OTX015_1626          |     IGJ     |      5.98     |
| 1369 |         Gefitinib_1010        |    RPS27    |      5.97     |
| 1370 |        Sabutoclax_1849        |    DHX30    |      5.96     |
| 1371 |         Dasatinib_1079        |    RAB15    |      5.96     |
| 1372 |          NU7441_1038          |     IGJ     |      5.96     |
| 1373 |         CZC24832_1615         |    SSBP1    |      5.95     |
| 1374 |         AGI-5198_1913         |     DENR    |      5.95     |
| 1375 |          I-BRD9_1928          |    NHP2L1   |      5.95     |
| 1376 |          MK-8776_2046         |    WDR75    |      5.94     |
| 1377 |         Niraparib_1177        |    COPS3    |      5.94     |
| 1378 |        Vincristine_1818       |     DENR    |      5.94     |
| 1379 |         Sinularin_1838        |    WDR75    |      5.94     |
| 1380 |         Axitinib_1021         |     RPS7    |      5.94     |
| 1381 |        Vinblastine_1004       |    TRMT6    |      5.94     |
| 1382 |          WZ4003_1614          |    WDR75    |      5.93     |
| 1383 |           MIM1_1996           |    TRMT6    |      5.93     |
| 1384 |        Vinblastine_1004       |     RPS7    |      5.93     |
| 1385 |          RVX-208_1625         |    BRIX1    |      5.92     |
| 1386 |          RVX-208_1625         |     RPS7    |      5.92     |
| 1387 |         PCI-34051_1621        |    WDR75    |      5.91     |
| 1388 |          P22077_1933          |     DRG2    |      5.91     |
| 1389 |         AGI-6780_1634         |    RPS14    |      5.91     |
| 1390 |        Osimertinib_1919       |    BRIX1    |      5.90     |
| 1391 |        Linsitinib_1510        |     UTP3    |      5.89     |
| 1392 |          AZD7762_1022         |     RPS7    |      5.89     |
| 1393 |          UMI-77_1939          |    WDR75    |      5.88     |
| 1394 |        Doramapimod_1042       |     PRCP    |      5.88     |
| 1395 |        Ulixertinib_2047       |    BRIX1    |      5.88     |
| 1396 |        GSK1904529A_1093       |    COPS3    |      5.88     |
| 1397 |       Nutlin-3a (-)_1047      |    EXOSC4   |      5.88     |
| 1398 |        BMS-536924_1091        |     RPS7    |      5.88     |
| 1399 |        Talazoparib_1259       |     DRG2    |      5.88     |
| 1400 |       Nutlin-3a (-)_1047      |     IGJ     |      5.87     |
| 1401 |          NU7441_1038          |    SEC61B   |      5.87     |
| 1402 |         PCI-34051_1621        |     DRG2    |      5.87     |
| 1403 |        Teniposide_1809        |    DHX30    |      5.87     |
| 1404 |          MG-132_1862          |    COPS3    |      5.87     |
| 1405 |         I-BET-762_1624        |    COPS3    |      5.86     |
| 1406 |       Pevonedistat_1529       |    DHX30    |      5.85     |
| 1407 |          OTX015_1626          |    BRIX1    |      5.85     |
| 1408 |       Pevonedistat_1529       |    RPS11    |      5.85     |
| 1409 |         LY2109761_1852        |    USP39    |      5.84     |
| 1410 |         Nilotinib_1013        |    RPS14    |      5.84     |
| 1411 |        PF-4708671_1129        |     IGJ     |      5.84     |
| 1412 |          EPZ5676_1563         |    RPS14    |      5.84     |
| 1413 |           WIKI4_1940          |    SEC61B   |      5.84     |
| 1414 |          AZD5438_1401         |    TRMT6    |      5.84     |
| 1415 |        Linsitinib_1510        |    BRIX1    |      5.83     |
| 1416 |          XAV939_1268          |    COPS3    |      5.83     |
| 1417 |           WIKI4_1940          |     DRG2    |      5.82     |
| 1418 |          ABT737_1910          |    LSM14B   |      5.82     |
| 1419 |        Vinorelbine_2048       |    DHX30    |      5.82     |
| 1420 |          VE-822_1613          |    SEC61B   |      5.82     |
| 1421 |        Buparlisib_1873        |    RPS11    |      5.82     |
| 1422 |        GSK2578215A_1927       |    SEC61B   |      5.82     |
| 1423 |          UMI-77_1939          |    TROVE2   |      5.81     |
| 1424 |        Cytarabine_1006        |    RPS14    |      5.81     |
| 1425 |     Cyclophosphamide_1512     |    WDR75    |      5.80     |
| 1426 |        Bortezomib_1191        |    TRMT6    |      5.80     |
| 1427 |          AZD3759_1915         |    LSM14B   |      5.80     |
| 1428 |         PD0325901_1060        |    RAB15    |      5.79     |
| 1429 |        Nelarabine_1814        |    COPS3    |      5.79     |
| 1430 |        Selumetinib_1736       |    NHP2L1   |      5.79     |
| 1431 |        Fulvestrant_1200       |    DHX30    |      5.79     |
| 1432 |        Dinaciclib_1180        |    TRMT6    |      5.79     |
| 1433 |        Fludarabine_1813       |    RAB15    |      5.79     |
| 1434 |          OSI-027_1594         |    USP39    |      5.79     |
| 1435 |        Zoledronate_1802       |     DRG2    |      5.78     |
| 1436 |        Luminespib_1559        |    RAB15    |      5.78     |
| 1437 |        Savolitinib_1936       |     RPS7    |      5.78     |
| 1438 |       Mitoxantrone_1810       |    EXOSC4   |      5.78     |
| 1439 |          GSK591_2110          |    WDR75    |      5.78     |
| 1440 |         PD173074_1049         |    TRMT6    |      5.77     |
| 1441 |         Sapitinib_1549        |    WDR75    |      5.76     |
| 1442 |        Gemcitabine_1190       |    USP39    |      5.76     |
| 1443 |          AT13148_2170         |    EXOSC4   |      5.76     |
| 1444 |         I-BET-762_1624        |     DENR    |      5.76     |
| 1445 |         Cediranib_1922        |    NHP2L1   |      5.75     |
| 1446 |         LY2109761_1852        |     IGJ     |      5.75     |
| 1447 |         Tamoxifen_1199        |    WDR75    |      5.75     |
| 1448 |          AZD8186_1918         |    LSM14B   |      5.75     |
| 1449 |    Obatoclax Mesylate_1068    |     PES1    |      5.75     |
| 1450 |         EPZ004777_1237        |     RPS7    |      5.74     |
| 1451 |        Pictilisib_1058        |     DENR    |      5.74     |
| 1452 |          AZD1332_1463         |     UTP3    |      5.73     |
| 1453 |       Pevonedistat_1529       |     IGJ     |      5.73     |
| 1454 |        Luminespib_1559        |     IGJ     |      5.73     |
| 1455 |         WEHI-539_1997         |     DENR    |      5.73     |
| 1456 |          EPZ5676_1563         |     RPS7    |      5.73     |
| 1457 |           PFI3_1620           |    RPS11    |      5.73     |
| 1458 |            JQ1_2172           |    EXOSC4   |      5.72     |
| 1459 |          AZD8055_1059         |    SSBP1    |      5.72     |
| 1460 |         EPZ004777_1237        |    DHX30    |      5.72     |
| 1461 |        GSK1904529A_1093       |     DENR    |      5.72     |
| 1462 |          AZD4547_1786         |     RPS7    |      5.72     |
| 1463 |      Picolinici-acid_1635     |     IGJ     |      5.72     |
| 1464 |          AZD5991_1720         |     DRG2    |      5.71     |
| 1465 |      Picolinici-acid_1635     |     DRG2    |      5.71     |
| 1466 |        Uprosertib_2106        |    TRMT6    |      5.71     |
| 1467 |          AZD3759_1915         |    NHP2L1   |      5.71     |
| 1468 |      Dihydrorotenone_1827     |     DENR    |      5.70     |
| 1469 |          MK-8776_2046         |     DENR    |      5.70     |
| 1470 |        Vincristine_1818       |    USP39    |      5.69     |
| 1471 |        Ruxolitinib_1507       |     DRG2    |      5.69     |
| 1472 |         CZC24832_1615         |    SEC61B   |      5.68     |
| 1473 |        GSK2578215A_1927       |    USP39    |      5.67     |
| 1474 |         AGI-5198_1913         |    COPS3    |      5.65     |
| 1475 |           AZ960_1250          |    USP39    |      5.64     |
| 1476 |         SB505124_1194         |    TROVE2   |      5.64     |
| 1477 |         LY2109761_1852        |    LSM14B   |      5.64     |
| 1478 |           OF-1_1853           |    NHP2L1   |      5.63     |
| 1479 |         SCH772984_1564        |     PES1    |      5.63     |
| 1480 |        PF-4708671_1129        |    RPS11    |      5.63     |
| 1481 |        Dinaciclib_1180        |    RPS14    |      5.63     |
| 1482 |           OF-1_1853           |     DENR    |      5.63     |
| 1483 |          ABT737_1910          |     PRCP    |      5.62     |
| 1484 |  Podophyllotoxin bromide_1825 |     DENR    |      5.61     |
| 1485 | KRAS (G12C) Inhibitor-12_1855 |     RPS7    |      5.60     |
| 1486 |        Ulixertinib_1908       |    LSM14B   |      5.59     |
| 1487 |       Camptothecin_1003       |    TRMT6    |      5.59     |
| 1488 |        Vinblastine_1004       |    WDR75    |      5.58     |
| 1489 |         Alisertib_1051        |    SSBP1    |      5.58     |
| 1490 |       Pevonedistat_1529       |    COPS3    |      5.57     |
| 1491 |          AZD7762_1022         |    USP39    |      5.57     |
| 1492 |        Oxaliplatin_1089       |     DRG2    |      5.57     |
| 1493 |    Obatoclax Mesylate_1068    |     UTP3    |      5.57     |
| 1494 |          AMG-319_2045         |    COPS3    |      5.56     |
| 1495 |          AZD3759_1915         |    SSBP1    |      5.55     |
| 1496 |           MIM1_1996           |     RPS7    |      5.55     |
| 1497 |        Zoledronate_1802       |    SEC61B   |      5.55     |
| 1498 |         Topotecan_1808        |    COPS3    |      5.55     |
| 1499 |        GSK1904529A_1093       |     UTP3    |      5.55     |
| 1500 |        Crizotinib_1083        |    SEC61B   |      5.54     |
| 1501 |        Paclitaxel_1080        |     IGJ     |      5.53     |
| 1502 |        Vorinostat_1012        |     IGJ     |      5.53     |
| 1503 |          AZD6738_1917         |    RPS11    |      5.52     |
| 1504 |        Ulixertinib_1908       |    TROVE2   |      5.52     |
| 1505 |         BIBR-1532_2043        |     DENR    |      5.51     |
| 1506 |         Sapitinib_1549        |    RAB15    |      5.51     |
| 1507 |        Talazoparib_1259       |    DHX30    |      5.51     |
| 1508 |        BMS-754807_2171        |     RPS7    |      5.51     |
| 1509 |         SB216763_1025         |     PRCP    |      5.51     |
| 1510 |        Savolitinib_1936       |    RPS11    |      5.51     |
| 1511 |         Daporinad_1248        |    SEC61B   |      5.50     |
| 1512 |        Pictilisib_1058        |     YBX1    |      5.50     |
| 1513 |        BMS-345541_1249        |    DHX30    |      5.50     |
| 1514 |         Alisertib_1051        |    SEC61B   |      5.50     |
| 1515 |        Fulvestrant_1200       |     RPS7    |      5.49     |
| 1516 |     Cyclophosphamide_1512     |    RPS27    |      5.49     |
| 1517 |       Dactinomycin_1911       |    TRMT6    |      5.49     |
| 1518 |            JQ1_2172           |    NOP16    |      5.49     |
| 1519 |          AZD6738_1917         |     DRG2    |      5.48     |
| 1520 |         EPZ004777_1237        |    RPS11    |      5.48     |
| 1521 |         KU-55933_1030         |     YBX1    |      5.48     |
| 1522 |          I-BRD9_1928          |     DRG2    |      5.47     |
| 1523 |        GSK2606414_1618        |     RPS7    |      5.47     |
| 1524 |          AMG-319_2045         |    TRMT6    |      5.47     |
| 1525 |         Acetalax_1804         |    RPS11    |      5.47     |
| 1526 |          GNE-317_1926         |    BRIX1    |      5.47     |
| 1527 |           AZ960_1250          |    RAB15    |      5.47     |
| 1528 |         Sorafenib_1085        |    RPS11    |      5.46     |
| 1529 |        Dabrafenib_1373        |    TRMT6    |      5.46     |
| 1530 |       Camptothecin_1003       |    BRIX1    |      5.46     |
| 1531 |         Tamoxifen_1199        |     PES1    |      5.46     |
| 1532 |          AZD5582_1617         |    EXOSC4   |      5.45     |
| 1533 |            JQ1_2172           |    SSBP1    |      5.45     |
| 1534 |         Ibrutinib_1799        |     DENR    |      5.45     |
| 1535 |        BMS-345541_1249        |    SSBP1    |      5.45     |
| 1536 |        Dactolisib_1057        |    TRMT6    |      5.44     |
| 1537 |        Doramapimod_1042       |    SSBP1    |      5.43     |
| 1538 |        Vinblastine_1004       |     IGJ     |      5.43     |
| 1539 |         SB505124_1194         |    TRMT6    |      5.42     |
| 1540 |        PRIMA-1MET_1131        |    WDR75    |      5.42     |
| 1541 |    Obatoclax Mesylate_1068    |    EXOSC4   |      5.41     |
| 1542 |         Taselisib_1561        |    RPS11    |      5.41     |
| 1543 |        Entinostat_1593        |     DENR    |      5.41     |
| 1544 |         SB505124_1194         |     DRG2    |      5.40     |
| 1545 |        Tozasertib_1096        |    TRMT6    |      5.39     |
| 1546 |          I-BRD9_1928          |    BRIX1    |      5.39     |
| 1547 |         Cediranib_1922        |     DENR    |      5.39     |
| 1548 |         AGI-5198_1913         |    TRMT6    |      5.39     |
| 1549 |        Entinostat_1593        |    SSBP1    |      5.38     |
| 1550 |        Dabrafenib_1373        |    RAB15    |      5.38     |
| 1551 |          GSK591_2110          |    RPS14    |      5.38     |
| 1552 |        Fludarabine_1813       |    RPS14    |      5.38     |
| 1553 |       Temozolomide_1375       |    SEC61B   |      5.38     |
| 1554 |         Cediranib_1922        |    TRMT6    |      5.38     |
| 1555 |         Sapitinib_1549        |    COPS3    |      5.37     |
| 1556 |        Dabrafenib_1373        |     PES1    |      5.37     |
| 1557 |           OF-1_1853           |    COPS3    |      5.37     |
| 1558 |      Picolinici-acid_1635     |    NHP2L1   |      5.37     |
| 1559 |          RO-3306_1052         |    RAB15    |      5.36     |
| 1560 |      Dihydrorotenone_1827     |     YBX1    |      5.35     |
| 1561 |         Niraparib_1177        |    RPS11    |      5.35     |
| 1562 |           OF-1_1853           |     RPS7    |      5.34     |
| 1563 |         PLX-4720_1036         |     YBX1    |      5.33     |
| 1564 |         Cisplatin_1005        |    TRMT6    |      5.33     |
| 1565 |        Talazoparib_1259       |    WDR75    |      5.32     |
| 1566 |          ABT737_1910          |     IGJ     |      5.31     |
| 1567 |           VE821_2111          |    SEC61B   |      5.30     |
| 1568 |          AT13148_2170         |    WDR75    |      5.30     |
| 1569 |         SB216763_1025         |    LSM14B   |      5.29     |
| 1570 |          VX-11e_2096          |     PRCP    |      5.29     |
| 1571 |          I-BRD9_1928          |     RPS7    |      5.28     |
| 1572 |         KU-55933_1030         |     DENR    |      5.28     |
| 1573 |         PD0325901_1060        |    LSM14B   |      5.27     |
| 1574 |        Dactolisib_1057        |    SSBP1    |      5.27     |
| 1575 |           MN-64_1854          |    COPS3    |      5.27     |
| 1576 |      5-Fluorouracil_1073      |     IGJ     |      5.27     |
| 1577 |        Uprosertib_2106        |     RPS7    |      5.26     |
| 1578 |         EPZ004777_1237        |    USP39    |      5.26     |
| 1579 |        Cytarabine_1006        |    NHP2L1   |      5.26     |
| 1580 |         Sinularin_1838        |    RPS14    |      5.26     |
| 1581 |          AZD6482_2169         |    DHX30    |      5.26     |
| 1582 |        Cytarabine_1006        |    COPS3    |      5.25     |
| 1583 |          GSK591_2110          |     RPS7    |      5.25     |
| 1584 |        Osimertinib_1919       |    SEC61B   |      5.25     |
| 1585 |          AZD6482_2169         |    BRIX1    |      5.25     |
| 1586 |           PFI3_1620           |    RPS14    |      5.24     |
| 1587 |        Linsitinib_1510        |    RAB15    |      5.24     |
| 1588 |        Fulvestrant_1816       |    NHP2L1   |      5.24     |
| 1589 |          RVX-208_1625         |     PRCP    |      5.24     |
| 1590 |         PD0325901_1060        |    RPS14    |      5.23     |
| 1591 |          GNE-317_1926         |    SEC61B   |      5.21     |
| 1592 |         Axitinib_1021         |    EXOSC4   |      5.21     |
| 1593 |        Leflunomide_1578       |     RPS7    |      5.20     |
| 1594 |         PLX-4720_1036         |     RPS7    |      5.20     |
| 1595 |    Obatoclax Mesylate_1068    |     IGJ     |      5.20     |
| 1596 |         Docetaxel_1819        |    COPS3    |      5.19     |
| 1597 |         YK-4-279_1239         |     IGJ     |      5.19     |
| 1598 |        Doramapimod_1042       |     DENR    |      5.19     |
| 1599 |      Dihydrorotenone_1827     |     RPS7    |      5.19     |
| 1600 |          AZD5153_1706         |    LSM14B   |      5.19     |
| 1601 |          RO-3306_1052         |    TRMT6    |      5.19     |
| 1602 |          AZD5363_1916         |    COPS3    |      5.18     |
| 1603 |         Taselisib_1561        |    EXOSC4   |      5.18     |
| 1604 |         PD173074_1049         |    NHP2L1   |      5.18     |
| 1605 |        Vincristine_1818       |    NHP2L1   |      5.18     |
| 1606 | KRAS (G12C) Inhibitor-12_1855 |    COPS3    |      5.18     |
| 1607 |       Staurosporine_1034      |    RAB15    |      5.18     |
| 1608 |            JQ1_2172           |     UTP3    |      5.17     |
| 1609 |        Irinotecan_1088        |    RPS11    |      5.17     |
| 1610 |        Leflunomide_1578       |    DHX30    |      5.16     |
| 1611 |         Axitinib_1021         |     YBX1    |      5.16     |
| 1612 |         Docetaxel_1819        |    RPS27    |      5.16     |
| 1613 |          MK-8776_2046         |    RAB15    |      5.15     |
| 1614 |    Obatoclax Mesylate_1068    |    SEC61B   |      5.15     |
| 1615 |        Crizotinib_1083        |    NHP2L1   |      5.14     |
| 1616 |           MN-64_1854          |    RPS11    |      5.14     |
| 1617 |         Alisertib_1051        |    RPS11    |      5.14     |
| 1618 |         KU-55933_1030         |    SEC61B   |      5.14     |
| 1619 |          MG-132_1862          |     IGJ     |      5.13     |
| 1620 |         AGI-5198_1913         |    DHX30    |      5.13     |
| 1621 |        Uprosertib_2106        |    RPS27    |      5.13     |
| 1622 |        Ulixertinib_2047       |    TRMT6    |      5.13     |
| 1623 |          AZD5991_1720         |    COPS3    |      5.13     |
| 1624 |         PLX-4720_1036         |    USP39    |      5.12     |
| 1625 |         KU-55933_1030         |    EXOSC4   |      5.12     |
| 1626 |        Dabrafenib_1373        |    DHX30    |      5.12     |
| 1627 |        Oxaliplatin_1089       |    RPS11    |      5.12     |
| 1628 |         Cisplatin_1005        |    NHP2L1   |      5.12     |
| 1629 |          RO-3306_1052         |     YBX1    |      5.12     |
| 1630 |         Alpelisib_1560        |     IGJ     |      5.12     |
| 1631 |        Ulixertinib_2047       |    RAB15    |      5.12     |
| 1632 |         Niraparib_1177        |    SEC61B   |      5.12     |
| 1633 |        Crizotinib_1083        |    RPS11    |      5.11     |
| 1634 |        Cytarabine_1006        |    EXOSC4   |      5.11     |
| 1635 |        Uprosertib_2106        |    NHP2L1   |      5.11     |
| 1636 |          AZD6482_2169         |    EXOSC4   |      5.11     |
| 1637 |         Docetaxel_1007        |     IGJ     |      5.11     |
| 1638 |         Ibrutinib_1799        |    RPS11    |      5.11     |
| 1639 |        Linsitinib_1510        |    SEC61B   |      5.10     |
| 1640 |          GDC0810_1925         |     DRG2    |      5.10     |
| 1641 |           MIM1_1996           |    USP39    |      5.09     |
| 1642 |        Crizotinib_1083        |    EXOSC4   |      5.09     |
| 1643 |        Sabutoclax_1849        |    TRMT6    |      5.09     |
| 1644 |        Selumetinib_1736       |    TROVE2   |      5.09     |
| 1645 |      5-Fluorouracil_1073      |    BRIX1    |      5.09     |
| 1646 |         Tamoxifen_1199        |    USP39    |      5.09     |
| 1647 |        BMS-754807_2171        |     DENR    |      5.08     |
| 1648 |          AZD7762_1022         |    RPS11    |      5.08     |
| 1649 |        Sabutoclax_1849        |     IGJ     |      5.07     |
| 1650 |        Bortezomib_1191        |     YBX1    |      5.07     |
| 1651 |         Alisertib_1051        |    COPS3    |      5.07     |
| 1652 |          GNE-317_1926         |     DENR    |      5.07     |
| 1653 |        Venetoclax_1909        |    LSM14B   |      5.07     |
| 1654 |       Entospletinib_1630      |    COPS3    |      5.07     |
| 1655 |          AMG-319_2045         |    WDR75    |      5.06     |
| 1656 |        Leflunomide_1578       |    RPS11    |      5.05     |
| 1657 |        NVP-ADW742_1932        |     DENR    |      5.05     |
| 1658 |      Wee1 Inhibitor_1046      |     RPS7    |      5.05     |
| 1659 |       Camptothecin_1003       |    RAB15    |      5.04     |
| 1660 |          Wnt-C59_1622         |     DENR    |      5.04     |
| 1661 |          EPZ5676_1563         |    TRMT6    |      5.04     |
| 1662 |          AZD5582_1617         |    RPS11    |      5.04     |
| 1663 |       Dactinomycin_1811       |    RPS11    |      5.03     |
| 1664 |       Nutlin-3a (-)_1047      |    SEC61B   |      5.03     |
| 1665 |       Camptothecin_1003       |     RPS7    |      5.03     |
| 1666 |        Vinorelbine_2048       |     RPS7    |      5.03     |
| 1667 |          LJI308_2107          |    RAB15    |      5.02     |
| 1668 |        BMS-345541_1249        |    TRMT6    |      5.02     |
| 1669 |         Sorafenib_1085        |    WDR75    |      5.02     |
| 1670 |          GSK343_1627          |    RPS11    |      5.01     |
| 1671 |  Telomerase Inhibitor IX_1930 |     IGJ     |      5.01     |
| 1672 |         SB216763_1025         |    TROVE2   |      5.00     |
| 1673 |          AZD4547_1786         |    USP39    |      5.00     |
| 1674 |         AGI-5198_1913         |    SEC61B   |      5.00     |
| 1675 |          MK-1775_1179         |    NHP2L1   |      5.00     |
| 1676 |      Dihydrorotenone_1827     |    SEC61B   |      4.99     |
| 1677 |        Ribociclib_1632        |     RPS7    |      4.98     |
| 1678 |        Epirubicin_1511        |     IGJ     |      4.98     |
| 1679 |        Entinostat_1593        |    SEC61B   |      4.98     |
| 1680 |          AZD5153_1706         |    SEC61B   |      4.98     |
| 1681 |        Nelarabine_1814        |     DRG2    |      4.98     |
| 1682 |        BMS-536924_1091        |     IGJ     |      4.97     |
| 1683 |          AZD3759_1915         |    SEC61B   |      4.96     |
| 1684 |         Rapamycin_1084        |    USP39    |      4.96     |
| 1685 |          AZD7762_1022         |    COPS3    |      4.96     |
| 1686 |         Sapitinib_1549        |     DENR    |      4.96     |
| 1687 |      Picolinici-acid_1635     |     RPS7    |      4.95     |
| 1688 |         YK-4-279_1239         |    COPS3    |      4.95     |
| 1689 |          MK-1775_1179         |    RPS11    |      4.95     |
| 1690 |          AZD5582_1617         |     PES1    |      4.95     |
| 1691 |         Afatinib_1032         |    RPS27    |      4.95     |
| 1692 |         SCH772984_1564        |    DDX55    |      4.94     |
| 1693 |          AZD5153_1706         |     DRG2    |      4.94     |
| 1694 |         YK-4-279_1239         |    USP39    |      4.94     |
| 1695 | KRAS (G12C) Inhibitor-12_1855 |    RPS14    |      4.94     |
| 1696 |         PCI-34051_1621        |    DHX30    |      4.93     |
| 1697 |        Palbociclib_1054       |    RPS14    |      4.93     |
| 1698 |        Palbociclib_1054       |     UTP3    |      4.93     |
| 1699 |       Dactinomycin_1811       |    WDR75    |      4.93     |
| 1700 |           Mirin_1048          |    DHX30    |      4.92     |
| 1701 |          AZ6102_2109          |    EXOSC4   |      4.92     |
| 1702 |         BIBR-1532_2043        |    BRIX1    |      4.92     |
| 1703 |       Staurosporine_1034      |    EXOSC4   |      4.92     |
| 1704 |         PCI-34051_1621        |    RPS11    |      4.91     |
| 1705 |        Oxaliplatin_1089       |    NHP2L1   |      4.91     |
| 1706 |          GSK343_1627          |    SEC61B   |      4.91     |
| 1707 |       Pyridostatin_2044       |     RPS7    |      4.90     |
| 1708 |         PCI-34051_1621        |    COPS3    |      4.90     |
| 1709 |        BMS-536924_1091        |    COPS3    |      4.89     |
| 1710 |       Mitoxantrone_1810       |    RAB15    |      4.89     |
| 1711 |         Docetaxel_1007        |    WDR75    |      4.89     |
| 1712 |        Dinaciclib_1180        |    RPS27    |      4.89     |
| 1713 |          GSK343_1627          |    USP39    |      4.89     |
| 1714 |        Selumetinib_1736       |    USP39    |      4.88     |
| 1715 |        Tozasertib_1096        |    SSBP1    |      4.87     |
| 1716 |          AZD5438_1401         |    RPS14    |      4.87     |
| 1717 |          AZD1208_1449         |     RPS7    |      4.87     |
| 1718 |        Ribociclib_1632        |     PES1    |      4.87     |
| 1719 |        Nelarabine_1814        |    DHX30    |      4.86     |
| 1720 |          VX-11e_2096          |    LSM14B   |      4.86     |
| 1721 |        Leflunomide_1578       |    NHP2L1   |      4.85     |
| 1722 |         Ibrutinib_1799        |    LSM14B   |      4.85     |
| 1723 |          AZD2014_1441         |    NHP2L1   |      4.85     |
| 1724 |          AT13148_2170         |    USP39    |      4.85     |
| 1725 |          OTX015_1626          |     DENR    |      4.84     |
| 1726 |         ZM447439_1050         |     PES1    |      4.84     |
| 1727 |        Fulvestrant_1816       |    COPS3    |      4.84     |
| 1728 |          GDC0810_1925         |     IGJ     |      4.83     |
| 1729 |        Zoledronate_1802       |    RPS11    |      4.82     |
| 1730 |          GNE-317_1926         |    COPS3    |      4.82     |
| 1731 |        Venetoclax_1909        |    BRIX1    |      4.81     |
| 1732 |        Vincristine_1818       |    RPS27    |      4.81     |
| 1733 |          Wnt-C59_1622         |    SEC61B   |      4.81     |
| 1734 |         Alpelisib_1560        |    NHP2L1   |      4.81     |
| 1735 |         Axitinib_1021         |    RPS14    |      4.81     |
| 1736 |         I-BET-762_1624        |    USP39    |      4.81     |
| 1737 |        Navitoclax_1011        |     DENR    |      4.81     |
| 1738 |       Pevonedistat_1529       |    SEC61B   |      4.80     |
| 1739 |         PRT062607_1631        |    BRIX1    |      4.79     |
| 1740 |         Rapamycin_1084        |     RPS7    |      4.79     |
| 1741 |           PFI3_1620           |    TRMT6    |      4.79     |
| 1742 |         ZM447439_1050         |    WDR75    |      4.79     |
| 1743 |     Cyclophosphamide_1512     |     DENR    |      4.78     |
| 1744 |           Mirin_1048          |    SEC61B   |      4.78     |
| 1745 |        Vincristine_1818       |     IGJ     |      4.78     |
| 1746 |       Entospletinib_1630      |     UTP3    |      4.78     |
| 1747 |         PRT062607_1631        |     YBX1    |      4.77     |
| 1748 |      Dihydrorotenone_1827     |    SSBP1    |      4.77     |
| 1749 |        PF-4708671_1129        |    SEC61B   |      4.77     |
| 1750 |        Fulvestrant_1200       |    NHP2L1   |      4.77     |
| 1751 |         AGI-5198_1913         |    RPS11    |      4.77     |
| 1752 |         Cisplatin_1005        |    WDR75    |      4.77     |
| 1753 |        BMS-345541_1249        |    NHP2L1   |      4.76     |
| 1754 |        Nelarabine_1814        |    RPS14    |      4.76     |
| 1755 |        Nelarabine_1814        |     RPS7    |      4.76     |
| 1756 |          AZ6102_2109          |    SEC61B   |      4.76     |
| 1757 |         Axitinib_1021         |    USP39    |      4.75     |
| 1758 |         Nilotinib_1013        |    DHX30    |      4.75     |
| 1759 |        Doramapimod_1042       |     IGJ     |      4.75     |
| 1760 |        Bortezomib_1191        |    EXOSC4   |      4.75     |
| 1761 |       Dactinomycin_1811       |    SEC61B   |      4.74     |
| 1762 |          AZ6102_2109          |    LSM14B   |      4.73     |
| 1763 |        Vinorelbine_2048       |    WDR75    |      4.73     |
| 1764 |          LGK974_1598          |    NHP2L1   |      4.73     |
| 1765 |        Irinotecan_1088        |     DRG2    |      4.73     |
